#course-code, format, duration, section, times, days, location, room1, room2, instructor
POLI2P99,SEM  2,2,1,1500-1600,    R  ,MCC403,MCC403,,
POLI2P99,SEM  3,2,1,1600-1700,  T    ,PLZ411,PLZ411,,
POLI2Q98,LEC,3,1,1600-1800, M     ,STH217,STH217,,Fowler Timothy
POLI2Q98,SEM  1,3,1,1600-1700,  T    ,MCJ205,MCJ205,,
POLI2Q98,SEM  2,3,1,1300-1400,     F ,MCC400,MCC400,,
POLI2Q98,SEM  3,3,1,1300-1400,    R  ,MCA323,MCA323,,
POLI2Q98,SEM  4,3,1,1300-1400,   W   ,PLZ308,PLZ308,,
POLI3P02,LEC,2,1,900 -1100,  T    ,TH253,TH253,,Bradshaw Leah
POLI3P02,SEM  1,2,1,1200-1300,  T    ,MCG310,MCG310,,
POLI3P02,SEM  3,2,1,1500-1600,    R  ,PLZ408,PLZ408,,
POLI3P07,LEC,2,1,1700-1800,  T R  ,GSB306,GSB306,,DolgertStefan
POLI3P07,SEM  1,2,1,1600-1700,    R  ,TH149,TH149,,
POLI3P07,SEM  2,2,1,1500-1600,  T    ,MCC404,MCC404,,
POLI3P07,SEM  3,2,1,1600-1700,     F ,MCJ209,MCJ209,,
POLI3P11,LEC,2,1,1400-1600,     F ,STH201,STH201,,Heritz Joanne
POLI3P11,SEM  1,2,1,1600-1700,  T    ,MCC403,MCC403,,
POLI3P11,SEM  2,2,1,1600-1700,   W   ,PLZ408,PLZ408,,
POLI3P12,ASY,2,2,,       ,ASYNC,ASYNC,,James Marc
POLI3P12,SEM  1,2,2,,       ,ASYNC,ASYNC,,
POLI3P12,SEM  2,2,2,,       ,ASYNC,ASYNC,,
POLI3P12,SEM  3,2,2,,       ,ASYNC,ASYNC,,
POLI3P13,ASY,2,1,,       ,ASYNC,ASYNC,,Narain Suzanne
POLI3P14,BLD,2,1,1400-1600,   W   ,TH253,TH253,,Midzain-Gobin Liam
POLI3P14,SEM  1,2,1,1700-1800, M     ,GLB121,GLB121,,
POLI3P14,SEM  3,2,1,1500-1600,  T    ,PLZ311,PLZ311,,
POLI3P18,LEC,3,1,900 -1000,  T  F ,TH246,TH246,,Hennigar Matthew A
POLI3P18,SEM  1,3,1,1300-1400,     F ,TH149,TH149,,
POLI3P18,SEM  2,3,1,1600-1700, M     ,MCA323,MCA323,,
POLI3P18,SEM  3,3,1,1500-1600, M     ,MCC403,MCC403,,
POLI3P18,SEM  4,3,1,1400-1500,    R  ,MCC300,MCC300,,
POLI3P21,LEC,3,1,1100-1300,    R  ,GLA164,GLA164,,Stefureak Nancy A
POLI3P21,SEM  2,3,1,1300-1400,  T    ,PLZ411,PLZ411,,
POLI3P21,SEM  3,3,1,1500-1600, M     ,PLZ308,PLZ308,,
POLI3P26,BLD,2,1,900 -1000, M  R  ,STH217,STH217,,Williams Paul
POLI3P26,SEM  1,2,1,900 -1000,     F ,SYNC,SYNC,,
POLI3P26,SEM  2,2,1,1700-1800,   W   ,SYNC,SYNC,,
POLI3P26,SEM  3,2,1,1300-1400,  T    ,SYNC,SYNC,,
POLI3P28,BLD,3,1,1100-1300, M     ,GLA164,GLA164,,DashwoodHevina
POLI3P28,SEM  1,3,1,900 -1000, M     ,GLA212,GLA212,,
POLI3P28,SEM  2,3,1,1200-1300,     F ,MCJ205,MCJ205,,
POLI3P28,SEM  3,3,1,1400-1500,    R  ,MCC404,MCC404,,
POLI3P43,LEC,3,1,900 -1100, M     ,GSB308,GSB308,,Lupien Pascal
POLI3P43,SEM  1,3,1,1000-1100,   W   ,MCD301,MCD301,,
POLI3P43,SEM  2,3,1,1100-1200,     F ,MCC300,MCC300,,
POLI3P46,BLD,2,1,1100-1300,     F ,GSB408,GSB408,,Lupien Pascal
POLI3P46,SEM  1,2,1,900 -1000,     F ,WH8J,WH8J,,
POLI3P46,SEM  2,2,1,1400-1500,  T    ,PLZ308,PLZ308,,
POLI3P71,LEC,3,1,1800-2000,   W   ,TH244,TH244,,Sykes Jason
POLI3P71,SEM  1,3,1,1700-1800,   W   ,WH8J,WH8J,,
POLI3P71,SEM  2,3,1,2000-2100,   W   ,MCJ209,MCJ209,,
POLI3P91,ONM,2,1,,       ,ASYNC,ASYNC,,Tossutti Livianna
POLI3P91,LAB  1,2,1,1500-1700, M     ,VLABSYNC,VLAB,SYNC,
POLI3P92,LEC,3,1,1600-1800,  T    ,TH246,TH246,,Sykes Jason
POLI3P92,SEM  1,3,1,1600-1700, M     ,PLZ411,PLZ411,,
POLI3P92,SEM  2,3,1,1400-1500,     F ,PLZ308,PLZ308,,
POLI3P92,SEM  3,3,1,1400-1500,    R  ,PLZ408,PLZ408,,
POLI3P92,SEM  4,3,1,1500-1600,   W   ,MCD300,MCD300,,
POLI3P93,LEC,3,1,1500-1700,     F ,WH204,WH204,,Murphy Hailey
POLI3P93,SEM  1,3,1,1500-1600, M     ,PLZ411,PLZ411,,
POLI3P93,SEM  2,3,1,1500-1600,  T    ,MCC404,MCC404,,
POLI3P94,LEC,3,1,1000-1200,  T    ,STH201,STH201,,Hamilton Paul
POLI3P94,SEM  1,3,1,1200-1300,  T    ,WH8J,WH8J,,
POLI3P94,SEM  2,3,1,900 -1000,     F ,MCC404,MCC404,,
POLI3P94,SEM  3,3,1,1400-1500,    R  ,PLZ308,PLZ308,,
POLI3P96,BLD,3,1,1800-2000,    R  ,TH248,TH248,,Midzain-Gobin Liam
POLI3P96,SEM  1,3,1,1700-1800,    R  ,MCD304,MCD304,,
POLI3P96,SEM  2,3,1,2000-2100,    R  ,MCD304,MCD304,,
POLI3Q93,ASY,2,1,,       ,ASYNC,ASYNC,,Gray Paul
POLI3Q95,ASY,3,1,,       ,ASYNC,ASYNC,,House Jordan
POLI3Q97,ASY,3,1,,       ,ASYNC,ASYNC,,Gray Paul
POLI4F99,PRO,1,1,Project Course,       ,TBS,TBS,,See dept.
POLI4P02,SEM,3,1,1300-1600, M     ,MCA241,MCA241,,DolgertStefan
POLI4P03,SEM,2,1,1300-1600,   W   ,PLZ311,PLZ311,,Bradshaw Leah
POLI4P10,SEM,3,1,1400-1700,  T    ,TH315,TH315,,Heritz Joanne
POLI4P16,SYN,2,1,900 -1200,   W   ,SYNC,SYNC,,Tossutti Livianna
POLI4P17,SYN,2,1,1300-1600, M     ,SYNC,SYNC,,Goodman Nicole
POLI4P19,SYN,2,1,1000-1300,     F ,SYNC,SYNC,,Hennigar Matthew A
POLI4P21,SYN,2,1,900 -1200,  T    ,SYNC,SYNC,,HaggartBlayne
POLI4P22,SEM,3,1,1300-1600,   W   ,MCJ205,MCJ205,,DashwoodHevina
POLI4P34,SEM,3,1,900 -1200, M     ,MCD304,MCD304,,Hennigar Matthew A
POLI4P36,BLD,2,1,1300-1600,  T    ,GSB308,GSB308,,Lupien Pascal
POLI4P38,SEM,3,1,900 -1200,   W   ,MCD304,MCD304,,Hamilton Paul
POLI4P41,SEM,3,1,900 -1200,    F  ,MCD304,MCD304,,Braley-Rattai Alison
POLI4P50,SEM,2,1,1300-1600,    R  ,MCC304,MCC304,,Heritz Joanne
POLI4P54,SEM,3,1,900 -1200,    R  ,MCD303,MCD303,,Heritz Joanne
POLI4P68,SEM,2,1,1300-1600,   R   ,STH456,STH456,,Conway Janet
POLI4P70,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
POLI4P95,INT,3,1,,       ,TBS,TBS,,Tossutti Livianna
PSYC0N01,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N01,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N02,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N02,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N03,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N03,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N04,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N04,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N05,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N05,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC0N90,SYN,2,1,1800-1930, M     ,SYNC,SYNC,,ZhuJulia
PSYC1F90,ONM,1,1,,       ,ASYNC,ASYNC,,Dane Andrew / Hall William
PSYC1F90,ONM,1,2,,       ,ASYNC,ASYNC,,Dane Andrew / Hall William
PSYC1F90,ONM,1,3,,       ,ASYNC,ASYNC,,Dane Andrew / Hall William
PSYC1F90,SEM  1,1,1,2100-2200,    R  ,SYNC,SYNC,,
PSYC1F90,SEM  2,1,1,1800-1900,    R  ,SYNC,SYNC,,
PSYC1F90,SEM  3,1,1,1800-1900,    R  ,SYNC,SYNC,,
PSYC1F90,SEM  4,1,1,1800-1900,    R  ,SYNC,SYNC,,
PSYC1F90,SEM  5,1,1,1600-1700,  T    ,SYNC,SYNC,,
PSYC1F90,SEM  6,1,1,1000-1100, M     ,SYNC,SYNC,,
PSYC1F90,SEM  7,1,1,1100-1200,  T    ,SYNC,SYNC,,
PSYC1F90,SEM  8,1,1,1200-1300,  T    ,SYNC,SYNC,,
PSYC1F90,SEM  9,1,1,900 -1000,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 10,1,1,1100-1200, M     ,SYNC,SYNC,,
PSYC1F90,SEM 11,1,1,900 -1000,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 12,1,1,900 -1000, M     ,SYNC,SYNC,,
PSYC1F90,SEM 13,1,1,1200-1300, M     ,SYNC,SYNC,,
PSYC1F90,SEM 14,1,1,1100-1200,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 15,1,1,1000-1100,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 16,1,1,1000-1100,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 17,1,1,900 -1000,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 18,1,1,1000-1100,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 19,1,1,900 -1000,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 20,1,1,900 -1000,     F ,SYNC,SYNC,,
PSYC1F90,SEM 21,1,1,1000-1100,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 22,1,1,900 -1000,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 23,1,1,1000-1100,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 24,1,1,1200-1300,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 25,1,1,1100-1200,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 26,1,1,1200-1300,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 27,1,1,1000-1100,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 28,1,1,900 -1000,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 29,1,1,1100-1200,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 30,1,1,1200-1300, M     ,SYNC,SYNC,,
PSYC1F90,SEM 31,1,1,1500-1600, M     ,SYNC,SYNC,,
PSYC1F90,SEM 32,1,1,1500-1600,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 33,1,1,1700-1800,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 34,1,1,1800-1900, M     ,SYNC,SYNC,,
PSYC1F90,SEM 35,1,1,1700-1800, M     ,SYNC,SYNC,,
PSYC1F90,SEM 36,1,1,1700-1800, M     ,SYNC,SYNC,,
PSYC1F90,SEM 37,1,1,1800-1900,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 38,1,1,1700-1800,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 39,1,1,1700-1800,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 40,1,1,1700-1800, M     ,SYNC,SYNC,,
PSYC1F90,SEM 41,1,1,1500-1600,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 42,1,1,1700-1800,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 43,1,1,1000-1100, M     ,SYNC,SYNC,,
PSYC1F90,SEM 44,1,1,1400-1500,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 45,1,1,1300-1400,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 46,1,1,1600-1700,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 47,1,1,1600-1700,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 48,1,1,1100-1200, M     ,SYNC,SYNC,,
PSYC1F90,SEM 49,1,1,1400-1500,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 50,1,1,1300-1400,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 51,1,1,1700-1800, M     ,SYNC,SYNC,,
PSYC1F90,SEM 52,1,1,1600-1700, M     ,SYNC,SYNC,,
PSYC1F90,SEM 53,1,1,1400-1500,     F ,SYNC,SYNC,,
PSYC1F90,SEM 54,1,1,1300-1400,     F ,SYNC,SYNC,,
PSYC1F90,SEM 55,1,1,1700-1800,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 56,1,1,1600-1700,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 57,1,1,1400-1500,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 58,1,1,1400-1500,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 59,1,1,1200-1300,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 60,1,1,1300-1400, M     ,SYNC,SYNC,,
PSYC1F90,SEM 61,1,1,1300-1400,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 62,1,1,1400-1500, M     ,SYNC,SYNC,,
PSYC1F90,SEM 66,1,1,1500-1600,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 67,1,1,1400-1500,     F ,SYNC,SYNC,,
PSYC1F90,SEM 68,1,1,1400-1500,  T    ,SYNC,SYNC,,
PSYC1F90,SEM 69,1,1,1300-1400,   W   ,SYNC,SYNC,,
PSYC1F90,SEM 70,1,1,1300-1400,     F ,SYNC,SYNC,,
PSYC1F90,SEM 71,1,1,1500-1600,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 72,1,1,1700-1800, M     ,SYNC,SYNC,,
PSYC1F90,SEM 73,1,1,1700-1800,    R  ,SYNC,SYNC,,
PSYC1F90,SEM 74,1,1,1600-1700, M     ,SYNC,SYNC,,
PSYC2F23,LEC,1,1,1300-1430, M  R  ,STH204,STH204,,Murphy Timothy
PSYC2F23,LEC,1,2,1800-2100,    R  ,STH203,STH203,,Murphy Timothy
PSYC2F23,TUT  1,1,1,2100-2200,    R  ,MCC304,MCC304,,
PSYC2F23,TUT  2,1,1,1700-1800,    R  ,PLZ408,PLZ408,,
PSYC2F23,TUT  3,1,1,2100-2200,    R  ,PLZ308,PLZ308,,
PSYC2F23,TUT  4,1,1,1700-1800,    R  ,MCC304,MCC304,,
PSYC2F23,TUT  5,1,1,1400-1500,  T    ,MCC303,MCC303,,
PSYC2F23,TUT  6,1,1,1500-1600, M     ,TH256,TH256,,
PSYC2F23,TUT  7,1,1,1700-1800,    R  ,MCC400,MCC400,,
PSYC2F23,TUT  8,1,1,1300-1400,   W   ,MCC401,MCC401,,
PSYC2F23,TUT  9,1,1,1400-1500,   W   ,MCC401,MCC401,,
PSYC2F23,TUT 10,1,1,1700-1800,  T    ,PLZ308,PLZ308,,
PSYC2F23,TUT 11,1,1,1600-1700,  T    ,MCG310,MCG310,,
PSYC2F23,TUT 12,1,1,1300-1400,  T    ,MCC403,MCC403,,
PSYC2F23,TUT 13,1,1,1600-1700, M     ,TH256,TH256,,
PSYC2F23,TUT 14,1,1,1700-1800, M     ,TH256,TH256,,
PSYC2F23,TUT 15,1,1,1500-1600,  T    ,MCC303,MCC303,,
PSYC2F23,TUT 16,1,1,1600-1700,    R  ,MCC304,MCC304,,
PSYC2F23,TUT 17,1,1,1400-1500,     F ,MCC303,MCC303,,
PSYC2F23,TUT 18,1,1,1300-1400,     F ,MCC304,MCC304,,
PSYC2P01,ASY,1,2,,       ,ASYNC,ASYNC,,Dane Andrew
PSYC2P12,ASY,2,1,,       ,ASYNC,ASYNC,,Mondloch Catherine
PSYC2P15,ONM,2,1,,       ,ASYNC,ASYNC,,Dane Andrew
PSYC2P15,SEM  1,2,1,1200-1300,    R  ,SYNC,SYNC,,
PSYC2P15,SEM  2,2,1,1400-1500,     F ,SYNC,SYNC,,
PSYC2P15,SEM  3,2,1,1700-1800, M     ,SYNC,SYNC,,
PSYC2P15,SEM  4,2,1,1500-1600,   W   ,SYNC,SYNC,,
PSYC2P15,SEM  5,2,1,1500-1600,  T    ,SYNC,SYNC,,
PSYC2P15,SEM  6,2,1,1400-1500,  T    ,SYNC,SYNC,,
PSYC2P15,SEM  7,2,1,1600-1700, M     ,SYNC,SYNC,,
PSYC2P15,SEM  8,2,1,900 -1000,     F ,SYNC,SYNC,,
PSYC2P15,SEM  9,2,1,900 -1000,    R  ,SYNC,SYNC,,
PSYC2P15,SEM 10,2,1,1000-1100,    R  ,SYNC,SYNC,,
PSYC2P15,SEM 11,2,1,1400-1500,   W   ,SYNC,SYNC,,
PSYC2P15,SEM 12,2,1,1900-2000,   W   ,SYNC,SYNC,,
PSYC2P15,SEM 13,2,1,1800-1900,   W   ,SYNC,SYNC,,
PSYC2P20,BLD,3,1,,       ,ASYNC,ASYNC,,Arnell Karen
PSYC2P20,LAB  1,3,1,900 -1000,   W   ,MCJ201,MCJ201,,
PSYC2P20,LAB  2,3,1,1000-1100,   W   ,MCJ201,MCJ201,,
PSYC2P20,LAB  3,3,1,1800-1900,   W   ,MCJ201,MCJ201,,
PSYC2P20,LAB  4,3,1,1800-1900,    R  ,MCJ202,MCJ202,,
PSYC2P20,LAB  5,3,1,900 -1000,    R  ,MCJ201,MCJ201,,
PSYC2P20,LAB  7,3,1,1000-1100, M     ,MCJ201,MCJ201,,
PSYC2P20,LAB  8,3,1,1100-1200,  T    ,MCJ202,MCJ202,,
PSYC2P25,LEC,2,1,1500-1700,    R  ,THSOS,THSOS,,Ashton Michael
PSYC2P25,SEM  1,2,1,1900-2000,   W   ,TH149,TH149,,
PSYC2P25,SEM  2,2,1,1800-1900, M     ,PLZ311,PLZ311,,
PSYC2P25,SEM  3,2,1,1800-1900,  T    ,TH149,TH149,,
PSYC2P25,SEM  4,2,1,1500-1600, M     ,MCC404,MCC404,,
PSYC2P25,SEM  5,2,1,1600-1700,  T    ,MCC300,MCC300,,
PSYC2P25,SEM  6,2,1,1300-1400,  T    ,MCC304,MCC304,,
PSYC2P25,SEM  7,2,1,1400-1500,   W   ,MCC300,MCC300,,
PSYC2P25,SEM  8,2,1,1700-1800,    R  ,MCC303,MCC303,,
PSYC2P25,SEM  9,2,1,1300-1400,     F ,MCJ205,MCJ205,,
PSYC2P25,SEM 10,2,1,1500-1600,   W   ,MCC303,MCC303,,
PSYC2P25,SEM 12,2,1,1400-1500,  T    ,MCC304,MCC304,,
PSYC2P25,SEM 13,2,1,1600-1700, M     ,MCC404,MCC404,,
PSYC2P30,ASY,3,1,,       ,ASYNC,ASYNC,,Hodson Gordon
PSYC2P35,BLD,2,1,1500-1800,     F ,SYNC,SYNC,,Good Dawn E.
PSYC2P35,SEM  1,2,1,1800-1900,    R  ,MCC300,MCC300,,
PSYC2P35,SEM  2,2,1,1200-1300,     F ,MCC300,MCC300,,
PSYC2P35,SEM  3,2,1,1200-1300,  T    ,MCC403,MCC403,,
PSYC2P35,SEM  4,2,1,1100-1200,  T    ,MCC403,MCC403,,
PSYC2P35,SEM  5,2,1,900 -1000,     F ,MCC404,MCC404,,
PSYC2P35,SEM  6,2,1,1100-1200,   W   ,MCC300,MCC300,,
PSYC2P36,BLD,2,1,1500-1800,     F ,SYNC,SYNC,,Good Dawn E.
PSYC2P36,LAB  1,2,1,1800-2100,  T    ,MCB407,MCB407,,
PSYC2P36,LAB  2,2,1,1100-1400,   W   ,MCB407,MCB407,,
PSYC2P36,LAB  3,2,1,1800-2100, M     ,MCB407,MCB407,,
PSYC2P36,LAB  4,2,1,900 -1200, M     ,MCB407,MCB407,,
PSYC2P36,LAB  5,2,1,900 -1200,  T    ,MCB407,MCB407,,
PSYC2P36,LAB  7,2,1,1200-1500, M     ,MCB407,MCB407,,
PSYC2P37,BLD,3,1,800 -1100,  T    ,SYNC,SYNC,,Baker Julie
PSYC2P37,LAB  1,3,1,1800-2100,   W   ,MCB407,MCB407,,
PSYC2P37,LAB  2,3,1,1000-1300,   W   ,MCB407,MCB407,,
PSYC2P37,LAB  3,3,1,900 -1200,    R  ,MCB407,MCB407,,
PSYC2P37,LAB  4,3,1,1800-2100, M     ,MCB407,MCB407,,
PSYC2P37,LAB  5,3,1,1000-1300,     F ,MCB407,MCB407,,
PSYC2P37,LAB  6,3,1,1000-1300, M     ,MCB407,MCB407,,
PSYC2P49,ASY,3,1,,       ,ASYNC,ASYNC,,EmrichStephen
PSYC2P49,SEM  1,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  2,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  3,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  4,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  5,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  6,3,1,,       ,ASYNC,ASYNC,,
PSYC2P49,SEM  7,3,1,,       ,ASYNC,ASYNC,,
PSYC2P90,ONM,2,1,,       ,ASYNC,ASYNC,,Neufeld Scott
PSYC2P90,SEM  1,2,1,1800-1900,   W   ,SYNC,SYNC,,
PSYC2P90,SEM  2,2,1,1500-1600, M     ,SYNC,SYNC,,
PSYC2P90,SEM  3,2,1,1000-1100,    R  ,SYNC,SYNC,,
PSYC2P90,SEM  4,2,1,1500-1600,   W   ,SYNC,SYNC,,
PSYC2P90,SEM  6,2,1,1100-1200,   W   ,SYNC,SYNC,,
PSYC2P92,LEC,3,1,1300-1500,  T    ,STH202,STH202,,MuirCameron
PSYC2P92,SEM  1,3,1,1800-1900,  T    ,MCJ205,MCJ205,,
PSYC2P92,SEM  2,3,1,1900-2000, M     ,MCD303,MCD303,,
PSYC2P92,SEM  3,3,1,1300-1400,     F ,PLZ408,PLZ408,,
PSYC2P92,SEM  4,3,1,900 -1000,     F ,MCA323,MCA323,,
PSYC2P92,SEM  5,3,1,1200-1300, M     ,PLZ408,PLZ408,,
PSYC2P92,SEM  6,3,1,1200-1300,   W   ,PLZ411,PLZ411,,
PSYC2P95,LEC,3,1,1800-2100, T     ,THSOS,THSOS,,Sullivan Philip
PSYC3F40,LEC,1,1,1000-1300,  T    ,WH324,WH324,,Ashton Michael / Thai Sabrina
PSYC3P06,LEC,3,1,900 -1100,   W   ,GLA164,GLA164,,EmrichStephen
PSYC3P06,SEM  1,3,1,1200-1300,    R  ,MCC401,MCC401,,
PSYC3P06,SEM  2,3,1,1600-1700,     F ,MCC400,MCC400,,
PSYC3P11,LEC,2,1,1000-1300,   R   ,TH248,TH248,,Volk Anthony
PSYC3P18,ONM,2,1,,       ,ASYNC,ASYNC,,Shulman Elizabeth
PSYC3P18,SEM  1,2,1,1100-1200,     F ,SYNC,SYNC,,
PSYC3P18,SEM  2,2,1,1400-1500,    R  ,SYNC,SYNC,,
PSYC3P18,SEM  3,2,1,1400-1500,   W   ,SYNC,SYNC,,
PSYC3P19,LEC,2,1,1500-1700,  T    ,STH217,STH217,,Campbell Karen
PSYC3P19,SEM  2,2,1,1600-1700, M     ,MCC403,MCC403,,
PSYC3P19,SEM  3,2,1,1500-1600, M     ,MCC403,MCC403,,
PSYC3P19,SEM  4,2,1,1500-1600,   W   ,MCC403,MCC403,,
PSYC3P20,LEC,3,1,1400-1600,   W   ,GLA164,GLA164,,Campbell Karen
PSYC3P20,SEM  1,3,1,1500-1600,     F ,MCC400,MCC400,,
PSYC3P20,SEM  2,3,1,1300-1400,  T    ,MCC303,MCC303,,
PSYC3P22,LEC,3,1,1300-1500,     F ,TH244,TH244,,Thai Sabrina
PSYC3P22,SEM  2,3,1,1300-1400,  T    ,MCC404,MCC404,,
PSYC3P22,SEM  3,3,1,1300-1400, M     ,MCA323,MCA323,,
PSYC3P22,SEM  4,3,1,1100-1200,   W   ,MCD303,MCD303,,
PSYC3P28,ASY,2,1,,       ,ASYNC,ASYNC,,Baker Julie
PSYC3P30,BLD,2,1,,       ,ASYNC,ASYNC,,Thai Sabrina
PSYC3P30,SEM  1,2,1,1800-1900,  T    ,SYNC,SYNC,,
PSYC3P30,SEM  2,2,1,1900-2000, M     ,SYNC,SYNC,,
PSYC3P30,SEM  3,2,1,1500-1600,     F ,SYNC,SYNC,,
PSYC3P30,SEM  4,2,1,1500-1600,   W   ,MCA323,MCA323,,
PSYC3P30,SEM  5,2,1,1500-1600, M     ,MCC300,MCC300,,
PSYC3P30,SEM  6,2,1,1000-1100,    R  ,PLZ308,PLZ308,,
PSYC3P30,SEM  7,2,1,900 -1000,    R  ,MCC300,MCC300,,
PSYC3P30,SEM  8,2,1,1700-1800,  T    ,SYNC,SYNC,,
PSYC3P31,LEC,3,1,1600-1800,  T    ,TH244,TH244,,Hall William
PSYC3P31,SEM  1,3,1,1900-2000,   W   ,MCG310,MCG310,,
PSYC3P31,SEM  2,3,1,1500-1600,     F ,MCC303,MCC303,,
PSYC3P31,SEM  3,3,1,1500-1600,    R  ,MCC304,MCC304,,
PSYC3P31,SEM  4,3,1,1300-1400, M     ,MCC404,MCC404,,
PSYC3P32,LEC,3,1,800 -1000,  T    ,STH217,STH217,,O'Connor Alison Mary
PSYC3P32,SEM  1,3,1,1200-1300,     F ,PLZ308,PLZ308,,
PSYC3P32,SEM  3,3,1,1200-1300, M     ,TH315,TH315,,
PSYC3P32,SEM  4,3,1,1200-1300,   W   ,MCD301,MCD301,,
PSYC3P33,ONM,2,1,,       ,ASYNC,ASYNC,,Neufeld Scott
PSYC3P33,SEM  1,2,1,1900-2000,  T    ,SYNC,SYNC,,
PSYC3P33,SEM  2,2,1,1500-1600,   W   ,SYNC,SYNC,,
PSYC3P33,SEM  3,2,1,1000-1100,   W   ,SYNC,SYNC,,
PSYC3P33,SEM  4,2,1,900 -1000,    R  ,SYNC,SYNC,,
PSYC3P38,LEC,3,1,1000-1200, M     ,STH216,STH216,,MuirCameron
PSYC3P38,SEM  1,3,1,1800-1900,   W   ,MCG310,MCG310,,
PSYC3P38,SEM  2,3,1,1900-2000,  T    ,MCD303,MCD303,,
PSYC3P38,SEM  3,3,1,1500-1600,     F ,TH149,TH149,,
PSYC3P38,SEM  4,3,1,1200-1300, M     ,TH149,TH149,,
PSYC3P38,SEM  5,3,1,1200-1300,    R  ,PLZ408,PLZ408,,
PSYC3P39,LEC,2,1,1000-1300,     F ,PLZ309,PLZ309,,Arnell Karen
PSYC3P39,SYN,2,2,1500-1800,    R  ,VLABSYNC,VLAB,SYNC,Dwivedi Veena Dhar
PSYC3P48,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC3P48,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC3P49,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
PSYC3P49,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
PSYC3P53,LEC,2,1,1300-1500, M     ,TH242,TH242,,Book Angela
PSYC3P53,SEM  1,2,1,1500-1600, M     ,TH149,TH149,,
PSYC3P53,SEM  2,2,1,1700-1800,  T    ,MCC400,MCC400,,
PSYC3P53,SEM  3,2,1,1000-1100,   W   ,PLZ308,PLZ308,,
PSYC3P53,SEM  4,2,1,900 -1000,    R  ,TH149,TH149,,
PSYC3P53,SEM  5,2,1,1000-1100,    R  ,TH315,TH315,,
PSYC3P53,SEM  6,2,1,900 -1000,   W   ,PLZ408,PLZ408,,
PSYC3P53,SEM  7,2,1,1100-1200,   W   ,PLZ308,PLZ308,,
